id,sample1,sample2,sample3
nt8_IREB2,4,3,6
nt1_ISL1,5,3,1
nt2_ISL1,5,3,15
nt3_ISL1,7,4,1
nt4_ISL1,3,NA,1
nt5_ISL1,2,NA,1
nt6_ISL1,1,3,12
nt7_ISL1,2,2,NA
nt8_ISL1,2,1,3
nt1_ITGB3,8,8,4
nt3_ITGB3,7,1,3
nt4_ITGB3,3,6,1
nt5_ITGB3,8,1,1
nt6_ITGB3,1,1,1
nt7_ITGB3,8,11,3
nt8_ITGB3,3,5,NA
nt1_ITIH1,3,2,NA
nt2_ITIH1,4,2,NA
nt3_ITIH1,2,4,5
nt5_ITIH1,2,2,1
nt6_ITIH1,4,2,5
nt8_ITIH1,6,5,4
nt1_ITLN1,1,NA,NA
nt2_ITLN1,4,4,NA
nt3_ITLN1,1,NA,NA
nt4_ITLN1,2,1,3
nt5_ITLN1,1,1,NA
nt7_ITLN1,7,3,4
nt8_ITLN1,6,5,8
nt1_ITSN1,2,4,2
nt2_ITSN1,2,3,1
nt3_ITSN1,1,NA,5
nt4_ITSN1,1,NA,1
nt5_ITSN1,5,3,4
nt6_ITSN1,11,10,4
nt7_ITSN1,3,1,1
nt8_ITSN1,3,2,NA
nt1_JAG1,2,2,8
nt2_JAG1,2,5,6
nt3_JAG1,2,1,NA
nt4_JAG1,1,2,7
nt5_JAG1,5,2,4
nt6_JAG1,2,3,1
nt7_JAG1,1,3,2
nt8_JAG1,2,1,4
nt1_JUP,3,3,5
nt2_JUP,1,1,NA
nt3_JUP,1,4,4
nt4_JUP,8,5,2
nt5_JUP,5,3,6
nt6_JUP,4,2,3
nt7_JUP,7,2,8
nt8_JUP,4,3,2
nt2_KAT2A,3,3,2
nt4_KAT2A,3,2,1
nt5_KAT2A,3,5,NA
nt6_KAT2A,1,NA,NA
nt7_KAT2A,5,NA,NA
nt8_KAT2A,2,3,1
nt2_KATNA1,1,1,3
nt3_KATNA1,2,NA,NA
nt4_KATNA1,8,6,8
nt5_KATNA1,2,NA,1
nt6_KATNA1,3,1,4
nt7_KATNA1,8,10,12
nt8_KATNA1,1,5,2
nt1_KBTBD6,4,2,5
nt2_KBTBD6,5,1,2
nt3_KBTBD6,3,2,6
nt4_KBTBD6,6,6,3
nt5_KBTBD6,1,1,1
nt6_KBTBD6,2,5,3
nt7_KBTBD6,2,NA,6
nt8_KBTBD6,6,3,7
nt1_KCNB1,3,6,4
nt2_KCNB1,3,5,2
nt3_KCNB1,9,10,18
nt4_KCNB1,5,3,4
nt5_KCNB1,4,1,1
nt7_KCNB1,9,6,3
nt8_KCNB1,3,2,14
nt1_KCNH1,7,3,2
nt4_KCNH1,5,2,NA
nt5_KCNH1,3,1,5
nt6_KCNH1,2,1,NA
nt7_KCNH1,1,2,NA
nt8_KCNH1,2,1,NA
nt1_KCNJ15,2,3,4
nt3_KCNJ15,4,NA,NA
nt4_KCNJ15,1,NA,3
nt5_KCNJ15,2,1,1
nt6_KCNJ15,9,8,13
nt7_KCNJ15,11,2,5
nt8_KCNJ15,2,2,NA
nt1_KCNJ8,1,2,2
nt2_KCNJ8,1,1,NA
nt3_KCNJ8,2,1,4
nt4_KCNJ8,6,1,1
nt5_KCNJ8,6,4,5
nt6_KCNJ8,4,4,2
nt7_KCNJ8,1,1,1
nt8_KCNJ8,7,5,4
nt1_KCNK12,4,3,2
nt3_KCNK12,3,1,1
nt5_KCNK12,4,6,11
nt6_KCNK12,10,2,9
nt7_KCNK12,5,6,10
nt8_KCNK12,6,4,10
nt1_KCNK3,3,1,7
nt2_KCNK3,3,5,7
nt3_KCNK3,6,3,1
nt4_KCNK3,2,7,7
nt6_KCNK3,7,NA,3
nt7_KCNK3,10,6,17
nt1_KCNS2,8,4,8
nt2_KCNS2,6,4,1
nt3_KCNS2,8,3,NA
nt4_KCNS2,1,2,1
nt5_KCNS2,4,12,4
nt6_KCNS2,7,3,4
nt7_KCNS2,2,2,3
nt8_KCNS2,5,5,2
nt1_KCNT1,3,2,NA
nt2_KCNT1,1,2,NA
nt3_KCNT1,12,10,10
nt4_KCNT1,1,1,2
nt5_KCNT1,4,3,3
nt6_KCNT1,9,12,2
nt7_KCNT1,3,2,2
nt8_KCNT1,4,4,2
nt1_KCTD1,7,5,7
nt2_KCTD1,8,8,2
nt3_KCTD1,4,2,5
nt4_KCTD1,2,NA,12
nt5_KCTD1,7,5,6
nt6_KCTD1,8,11,6
nt7_KCTD1,3,4,3
nt8_KCTD1,6,1,1
nt1_KCTD20,4,2,6
nt2_KCTD20,3,7,7
nt3_KCTD20,3,4,2
nt4_KCTD20,1,2,NA
nt5_KCTD20,4,5,4
nt6_KCTD20,2,3,6
nt7_KCTD20,3,2,2
nt1_KCTD5,11,4,12
nt2_KCTD5,2,2,NA
nt3_KCTD5,3,1,1
nt4_KCTD5,1,1,3
nt5_KCTD5,9,6,2
nt6_KCTD5,1,1,1
nt7_KCTD5,13,14,6
nt8_KCTD5,10,14,9
nt1_KDELC1,4,8,10
nt2_KDELC1,2,2,7
nt3_KDELC1,2,1,NA
nt4_KDELC1,2,5,2
nt5_KDELC1,7,3,7
nt7_KDELC1,1,2,NA
nt8_KDELC1,2,7,3
nt1_KDM5C,2,NA,1
nt2_KDM5C,2,7,4
nt4_KDM5C,3,NA,NA
nt5_KDM5C,5,5,2
nt6_KDM5C,4,NA,3
nt7_KDM5C,9,8,2
nt1_KHDRBS2,3,1,5
nt2_KHDRBS2,2,3,1
nt3_KHDRBS2,4,NA,1
nt4_KHDRBS2,4,4,10
nt5_KHDRBS2,8,6,14
nt6_KHDRBS2,5,4,9
nt7_KHDRBS2,7,2,2
nt8_KHDRBS2,4,2,3
nt1_KIAA1324,1,NA,NA
nt2_KIAA1324,1,5,3
nt3_KIAA1324,4,3,6
nt4_KIAA1324,9,5,4
nt5_KIAA1324,3,5,5
nt7_KIAA1324,4,NA,1
nt8_KIAA1324,3,4,3
nt2_KIF13A,6,7,2
nt3_KIF13A,2,2,1
nt5_KIF13A,3,1,11
nt6_KIF13A,3,3,8
nt7_KIF13A,1,4,2
nt8_KIF13A,1,3,3
nt1_KIF21A,3,1,3
nt2_KIF21A,2,5,1
nt4_KIF21A,6,1,4
nt5_KIF21A,2,2,5
nt6_KIF21A,1,2,NA
nt7_KIF21A,2,4,1
nt8_KIF21A,3,NA,NA
nt1_KIF3B,2,1,1
nt2_KIF3B,2,NA,NA
nt4_KIF3B,9,10,5
nt5_KIF3B,1,3,1
nt6_KIF3B,3,3,4
nt8_KIF3B,9,4,2
nt2_KIF4A,1,1,3
nt3_KIF4A,1,1,NA
nt4_KIF4A,2,1,2
nt6_KIF4A,1,3,4
nt8_KIF4A,3,2,4
nt1_KLF6,3,2,4
nt2_KLF6,1,NA,1
nt4_KLF6,1,4,3
nt5_KLF6,7,10,5
nt6_KLF6,2,2,2
nt7_KLF6,7,9,15
nt8_KLF6,9,2,9
nt1_KLHL25,1,1,1
nt3_KLHL25,6,NA,4
nt4_KLHL25,4,3,5
nt5_KLHL25,2,4,7
nt6_KLHL25,1,1,NA
nt7_KLHL25,4,5,5
nt8_KLHL25,1,6,3
nt1_KLHL3,5,5,2
nt2_KLHL3,5,2,1
nt3_KLHL3,2,4,5
nt5_KLHL3,2,5,1
nt6_KLHL3,2,NA,NA
nt7_KLHL3,7,5,5
nt1_KLHL9,3,NA,2
nt3_KLHL9,7,1,7
nt4_KLHL9,4,2,4
nt5_KLHL9,6,4,1
nt6_KLHL9,2,NA,NA
nt8_KLHL9,1,5,3
nt1_KLKB1,6,2,6
nt2_KLKB1,1,NA,NA
nt3_KLKB1,2,3,2
nt4_KLKB1,4,4,6
nt5_KLKB1,9,2,9
nt6_KLKB1,1,1,5
nt7_KLKB1,8,2,NA
nt8_KLKB1,5,5,4
nt1_LANCL1,5,2,5
nt2_LANCL1,2,NA,NA
nt3_LANCL1,4,4,1
nt4_LANCL1,3,3,1
nt5_LANCL1,8,10,7
nt6_LANCL1,2,NA,2
nt7_LANCL1,3,3,3
nt1_LARGE1,2,4,3
nt2_LARGE1,4,5,1
nt3_LARGE1,3,2,2
nt4_LARGE1,13,6,8
nt5_LARGE1,13,5,14
nt6_LARGE1,4,2,1
nt7_LARGE1,6,5,10
nt8_LARGE1,7,5,8
nt1_LARP1,13,8,9
nt2_LARP1,10,4,3
nt3_LARP1,1,NA,1
nt4_LARP1,1,NA,NA
nt5_LARP1,4,3,6
nt6_LARP1,1,NA,NA
nt8_LARP1,2,1,1
nt1_LCE3D,3,4,5
nt2_LCE3D,4,4,NA
nt3_LCE3D,3,2,11
nt4_LCE3D,2,NA,1
nt5_LCE3D,8,10,7
nt6_LCE3D,4,3,1
nt7_LCE3D,8,5,9
nt1_LDB1,2,2,NA
nt2_LDB1,4,2,NA
nt3_LDB1,3,1,1
nt4_LDB1,3,1,1
nt5_LDB1,4,3,2
nt6_LDB1,3,2,1
nt7_LDB1,5,1,NA
nt8_LDB1,1,NA,NA
nt1_LEFTY1,5,2,4
nt2_LEFTY1,7,3,5
nt3_LEFTY1,3,2,6
nt4_LEFTY1,3,1,3
nt5_LEFTY1,6,4,6
nt6_LEFTY1,2,6,1
nt7_LEFTY1,1,1,2
nt8_LEFTY1,8,6,10
nt1_LGI1,1,1,2
nt2_LGI1,2,2,5
nt3_LGI1,3,2,5
nt5_LGI1,2,1,1
nt6_LGI1,2,NA,1
nt8_LGI1,1,1,5
nt1_LGR5,9,3,4
nt2_LGR5,2,2,4
nt3_LGR5,4,2,1
nt5_LGR5,3,1,1
nt7_LGR5,5,1,2
nt8_LGR5,1,1,2
nt1_LHFPL1,4,6,4
nt2_LHFPL1,3,6,8
nt3_LHFPL1,2,2,3
nt4_LHFPL1,1,NA,NA
nt5_LHFPL1,1,1,4
nt6_LHFPL1,3,NA,1
nt7_LHFPL1,6,6,1
nt8_LHFPL1,1,1,1
nt1_LHX3,3,2,3
nt2_LHX3,1,3,3
nt3_LHX3,1,NA,1
nt4_LHX3,3,3,9
nt5_LHX3,6,4,9
nt6_LHX3,3,1,1
nt7_LHX3,3,1,2
nt8_LHX3,4,8,1
nt1_LHX5,5,5,2
nt2_LHX5,4,NA,1
nt3_LHX5,10,5,11
nt4_LHX5,6,5,8
nt5_LHX5,7,9,12
nt6_LHX5,5,4,1
nt7_LHX5,2,3,1
nt8_LHX5,7,8,15
nt2_LHX6,4,2,5
nt3_LHX6,4,1,9
nt4_LHX6,9,14,6
nt5_LHX6,7,9,3
nt6_LHX6,2,1,1
nt7_LHX6,4,5,6
nt8_LHX6,9,13,13
nt1_LHX9,1,2,2
nt2_LHX9,6,6,4
nt3_LHX9,1,2,NA
nt4_LHX9,3,1,4
nt5_LHX9,6,1,7
nt6_LHX9,4,NA,NA
nt7_LHX9,6,2,9
nt8_LHX9,2,7,2
nt1_LIN28A,1,NA,1
nt2_LIN28A,6,5,7
nt3_LIN28A,2,3,2
nt4_LIN28A,3,3,1
nt5_LIN28A,2,1,4
nt6_LIN28A,5,1,7
nt7_LIN28A,1,NA,2
nt8_LIN28A,2,NA,1
nt1_LLGL1,4,2,2
nt2_LLGL1,1,NA,NA
nt3_LLGL1,3,3,NA
nt4_LLGL1,1,NA,NA
nt6_LLGL1,3,NA,NA
nt7_LLGL1,3,2,4
nt8_LLGL1,1,1,NA
nt1_LMAN2,3,5,5
nt2_LMAN2,6,8,1
nt3_LMAN2,7,4,13
nt4_LMAN2,1,1,1
nt5_LMAN2,4,NA,4
nt6_LMAN2,2,3,4
nt7_LMAN2,2,3,1
nt8_LMAN2,3,7,4
nt1_LMBR1,1,1,NA
nt2_LMBR1,2,NA,NA
nt4_LMBR1,6,6,6
nt5_LMBR1,1,NA,1
nt6_LMBR1,2,1,4
nt8_LMBR1,7,3,2
nt1_LMNB1,11,7,7
nt2_LMNB1,11,11,6
nt3_LMNB1,2,3,4
nt4_LMNB1,2,3,NA
nt5_LMNB1,3,1,1
nt6_LMNB1,3,9,7
nt7_LMNB1,4,5,1
nt8_LMNB1,1,1,NA
nt1_LMO1,11,7,7
nt2_LMO1,3,2,NA
nt3_LMO1,3,2,1
nt4_LMO1,1,1,2
nt5_LMO1,6,4,3
nt6_LMO1,4,7,8
nt7_LMO1,2,4,3
nt8_LMO1,9,12,11
nt1_LMX1A,1,1,2
nt2_LMX1A,5,2,4
nt3_LMX1A,5,2,3
nt6_LMX1A,7,12,8
nt7_LMX1A,2,1,3
nt1_LRIG2,7,1,1
nt2_LRIG2,1,4,6
nt3_LRIG2,7,3,12
nt4_LRIG2,3,4,NA
nt5_LRIG2,8,7,9
nt6_LRIG2,5,5,9
nt8_LRIG2,4,NA,4
nt1_LRP1,3,2,NA
nt2_LRP1,8,10,11
nt3_LRP1,3,5,2
nt4_LRP1,6,13,1
nt5_LRP1,8,3,5
nt6_LRP1,3,4,5
nt7_LRP1,16,9,11
nt8_LRP1,3,1,1
nt1_LRP5,6,5,8
nt2_LRP5,5,3,4
nt3_LRP5,3,NA,2
nt4_LRP5,8,5,2
nt5_LRP5,3,1,3
nt6_LRP5,3,1,4
nt7_LRP5,2,2,4
nt8_LRP5,3,2,NA
nt2_LRRN1,1,1,3
nt3_LRRN1,3,8,1
nt4_LRRN1,6,2,NA
nt5_LRRN1,6,1,3
nt6_LRRN1,3,2,1
nt8_LRRN1,3,3,7
nt1_LRRTM3,2,2,4
nt2_LRRTM3,2,2,3
nt3_LRRTM3,2,3,4
nt4_LRRTM3,1,NA,NA
nt5_LRRTM3,1,3,1
nt6_LRRTM3,1,1,1
nt1_LYPLA1,4,3,11
nt2_LYPLA1,9,15,8
nt3_LYPLA1,2,NA,2
nt5_LYPLA1,10,7,8
nt6_LYPLA1,2,5,5
nt7_LYPLA1,1,1,2
nt1_LYZL1,4,6,6
nt3_LYZL1,3,NA,1
nt4_LYZL1,1,3,2
nt6_LYZL1,3,2,2
nt7_LYZL1,4,3,NA
nt8_LYZL1,2,5,3
nt2_MAB21L1,1,NA,NA
nt3_MAB21L1,2,2,2
nt4_MAB21L1,1,1,2
nt5_MAB21L1,1,1,1
nt6_MAB21L1,2,6,18
nt7_MAB21L1,1,1,1
nt8_MAB21L1,3,3,7
nt1_MACF1,2,2,4
nt2_MACF1,3,4,9
nt3_MACF1,1,NA,1
nt4_MACF1,2,1,2
nt6_MACF1,5,3,3
nt7_MACF1,4,NA,1
nt1_MAGOH,2,1,1
nt2_MAGOH,5,7,6
nt4_MAGOH,5,1,2
nt5_MAGOH,1,1,1
nt6_MAGOH,2,NA,1
nt7_MAGOH,3,1,1
nt1_MAK,3,1,7
nt2_MAK,5,3,3
nt3_MAK,2,2,1
nt4_MAK,1,NA,NA
nt5_MAK,4,NA,4
nt6_MAK,6,8,6
nt7_MAK,1,1,NA
nt8_MAK,1,NA,2
nt2_MAN2A1,3,1,3
nt3_MAN2A1,3,4,4
nt5_MAN2A1,8,4,13
nt7_MAN2A1,2,5,4
nt8_MAN2A1,3,4,1
nt2_MANEA,4,6,10
nt3_MANEA,1,1,NA
nt4_MANEA,8,11,17
nt5_MANEA,6,NA,1
nt6_MANEA,2,3,1
nt7_MANEA,2,1,4
nt8_MANEA,10,7,5
nt1_MANF,6,5,10
nt2_MANF,5,4,8
nt3_MANF,2,1,1
nt4_MANF,4,3,3
nt5_MANF,5,6,6
nt6_MANF,3,1,NA
nt1_MAOA,10,3,12
nt2_MAOA,2,NA,1
nt3_MAOA,2,3,4
nt4_MAOA,1,NA,1
nt5_MAOA,14,4,2
nt6_MAOA,5,2,6
nt7_MAOA,1,NA,5
nt8_MAOA,1,NA,1
nt1_MAP2K1,6,7,5
nt2_MAP2K1,4,5,3
nt3_MAP2K1,4,6,5
nt5_MAP2K1,3,2,1
nt6_MAP2K1,3,6,6
nt7_MAP2K1,2,6,7
nt1_MAP3K12,11,13,18
nt2_MAP3K12,3,1,NA
nt4_MAP3K12,2,2,2
nt5_MAP3K12,2,2,3
nt6_MAP3K12,2,1,1
nt7_MAP3K12,2,3,2
nt8_MAP3K12,1,1,3
nt1_MAP3K2,6,3,5
nt2_MAP3K2,1,1,1
nt3_MAP3K2,4,3,7
nt4_MAP3K2,1,NA,NA
nt5_MAP3K2,2,NA,1
nt6_MAP3K2,3,5,1
nt1_MAP3K5,2,2,5
nt2_MAP3K5,4,4,2
nt3_MAP3K5,1,2,1
nt4_MAP3K5,4,7,10
nt5_MAP3K5,2,2,2
nt6_MAP3K5,3,3,2
nt7_MAP3K5,5,NA,2
nt8_MAP3K5,8,6,5
nt1_MAPK1,9,10,8
nt2_MAPK1,3,3,3
nt3_MAPK1,2,2,1
nt4_MAPK1,2,1,5
nt6_MAPK1,4,2,5
nt7_MAPK1,1,1,2
nt8_MAPK1,2,NA,NA
nt1_MAPKAPK2,6,NA,7
nt2_MAPKAPK2,8,9,8
nt3_MAPKAPK2,4,2,7
nt4_MAPKAPK2,2,2,NA
nt5_MAPKAPK2,9,7,12
nt6_MAPKAPK2,2,1,2
nt7_MAPKAPK2,8,1,3
nt1_MAPRE1,2,3,1
nt2_MAPRE1,1,1,NA
nt3_MAPRE1,2,NA,1
nt4_MAPRE1,5,2,7
nt5_MAPRE1,1,1,NA
nt6_MAPRE1,3,1,3
nt7_MAPRE1,2,4,5
nt8_MAPRE1,5,3,7
nt1_MAT1A,2,1,1
nt2_MAT1A,4,6,3
nt3_MAT1A,9,3,2
nt4_MAT1A,8,5,9
nt5_MAT1A,1,NA,1
nt6_MAT1A,4,1,2
nt7_MAT1A,1,NA,2
nt8_MAT1A,7,4,5
nt1_MBOAT1,3,5,1
nt2_MBOAT1,1,NA,NA
nt3_MBOAT1,1,NA,NA
nt4_MBOAT1,4,1,3
nt5_MBOAT1,6,3,3
nt8_MBOAT1,6,2,4
nt1_MBTD1,4,2,3
nt2_MBTD1,4,5,1
nt3_MBTD1,1,NA,NA
nt4_MBTD1,1,2,1
nt5_MBTD1,9,5,4
nt6_MBTD1,3,2,NA
nt7_MBTD1,1,NA,NA
nt1_MDGA1,3,3,9
nt2_MDGA1,4,2,4
nt3_MDGA1,5,6,9
nt5_MDGA1,12,2,4
nt6_MDGA1,6,2,5
nt8_MDGA1,3,NA,2
nt1_MED12,3,3,3
nt3_MED12,3,1,1
nt4_MED12,3,7,2
nt5_MED12,10,13,12
nt6_MED12,5,3,NA
nt7_MED12,2,2,NA
nt8_MED12,3,1,1
nt1_MED13,2,1,2
nt2_MED13,1,NA,1
nt3_MED13,2,1,3
nt4_MED13,8,6,8
nt5_MED13,5,5,13
nt7_MED13,1,1,NA
nt8_MED13,1,NA,2
nt1_MEGF10,6,4,11
nt2_MEGF10,4,9,8
nt3_MEGF10,9,1,11
nt4_MEGF10,2,3,1
nt5_MEGF10,7,10,19
nt6_MEGF10,3,2,3
nt7_MEGF10,3,NA,3
nt1_METTL2A,1,NA,1
nt2_METTL2A,3,NA,2
nt3_METTL2A,6,2,4
nt4_METTL2A,3,8,7
nt5_METTL2A,5,3,NA
nt6_METTL2A,3,5,5
nt7_METTL2A,3,3,4
nt8_METTL2A,3,2,3
nt1_METTL7A,1,3,3
nt2_METTL7A,8,8,6
nt3_METTL7A,3,5,2
nt4_METTL7A,2,3,1
nt5_METTL7A,1,1,NA
nt6_METTL7A,2,2,1
nt7_METTL7A,2,2,5
nt2_MFN1,2,NA,NA
nt3_MFN1,1,4,6
nt5_MFN1,8,10,6
nt6_MFN1,5,1,3
nt7_MFN1,1,2,1
nt8_MFN1,1,NA,1
nt1_MGAT4A,2,3,2
nt2_MGAT4A,1,NA,NA
nt3_MGAT4A,3,3,NA
nt4_MGAT4A,1,NA,2
nt5_MGAT4A,3,NA,1
nt6_MGAT4A,1,2,NA
nt8_MGAT4A,2,2,3
nt1_MICA,7,6,7
nt2_MICA,1,3,4
nt4_MICA,2,2,NA
nt5_MICA,3,3,5
nt6_MICA,1,1,5
nt7_MICA,2,NA,NA
nt1_MID1,7,1,9
nt2_MID1,3,3,NA
nt3_MID1,5,4,3
nt4_MID1,3,3,2
nt5_MID1,2,3,6
nt6_MID1,8,4,8
nt7_MID1,5,4,4
nt1_MKNK1,8,2,4
nt2_MKNK1,1,2,1
nt3_MKNK1,2,NA,6
nt4_MKNK1,2,1,NA
nt5_MKNK1,5,2,NA
nt6_MKNK1,2,1,NA
nt7_MKNK1,3,1,1
nt8_MKNK1,2,1,2
nt1_MLLT1,1,NA,2
nt2_MLLT1,3,2,5
nt3_MLLT1,8,5,3
nt5_MLLT1,10,2,6
nt6_MLLT1,1,2,5
nt7_MLLT1,2,NA,2
nt8_MLLT1,1,NA,2
nt1_MMD,5,1,2
nt2_MMD,5,3,1
nt3_MMD,3,4,4
nt4_MMD,3,1,1
nt5_MMD,5,2,1
nt6_MMD,3,1,1
nt7_MMD,6,1,3
nt8_MMD,3,2,2
nt1_MME,4,3,5
nt2_MME,3,3,4
nt3_MME,2,NA,3
nt4_MME,2,1,4
nt5_MME,1,4,5
nt6_MME,3,2,1
nt7_MME,1,2,2
nt8_MME,4,5,2
nt1_MOGAT1,8,3,5
nt2_MOGAT1,7,5,3
nt3_MOGAT1,7,3,2
nt4_MOGAT1,1,2,3
nt5_MOGAT1,4,NA,3
nt6_MOGAT1,2,4,6
nt7_MOGAT1,6,3,4
nt8_MOGAT1,6,6,5
nt1_MORF4L1,1,2,NA
nt2_MORF4L1,2,2,1
nt3_MORF4L1,2,NA,3
nt4_MORF4L1,1,2,6
nt5_MORF4L1,1,7,2
nt6_MORF4L1,2,4,2
nt7_MORF4L1,7,NA,6
nt8_MORF4L1,4,2,5
nt1_MPP6,3,5,6
nt2_MPP6,4,1,1
nt3_MPP6,5,4,1
nt4_MPP6,3,1,3
nt5_MPP6,7,6,8
nt7_MPP6,4,NA,2
nt8_MPP6,1,NA,1
nt1_MPP7,4,4,6
nt2_MPP7,4,3,3
nt3_MPP7,5,7,4
nt4_MPP7,3,2,4
nt5_MPP7,3,7,4
nt6_MPP7,3,2,12
nt7_MPP7,4,1,NA
nt8_MPP7,3,7,13
nt1_MPPED1,2,2,2
nt2_MPPED1,6,2,3
nt3_MPPED1,8,5,6
nt4_MPPED1,6,5,2
nt5_MPPED1,8,3,6
nt6_MPPED1,11,10,NA
nt7_MPPED1,14,8,19
nt8_MPPED1,4,NA,2
nt1_MRFAP1,3,4,12
nt2_MRFAP1,9,3,6
nt3_MRFAP1,16,10,17
nt5_MRFAP1,3,1,6
nt6_MRFAP1,6,4,6
nt7_MRFAP1,12,8,2
nt8_MRFAP1,6,NA,1
nt1_MSI1,7,1,NA
nt2_MSI1,3,3,NA
nt3_MSI1,1,6,5
nt4_MSI1,1,5,5
nt5_MSI1,6,2,6
nt7_MSI1,12,8,6
nt1_MSTN,9,10,5
nt2_MSTN,5,3,1
nt4_MSTN,1,3,2
nt5_MSTN,3,2,3
nt6_MSTN,6,3,8
nt7_MSTN,1,1,NA
nt1_MSX1,3,3,1
nt2_MSX1,9,5,5
nt3_MSX1,6,3,4
nt4_MSX1,7,2,8
nt5_MSX1,4,5,9
nt6_MSX1,3,3,3
nt8_MSX1,5,4,2
nt2_MTHFD1,7,3,NA
nt3_MTHFD1,6,3,NA
nt4_MTHFD1,3,5,NA
nt5_MTHFD1,5,3,NA
nt6_MTHFD1,1,2,NA
nt8_MTHFD1,8,5,NA
nt1_MTHFD2,2,2,2
nt2_MTHFD2,5,3,10
nt3_MTHFD2,4,3,2
nt4_MTHFD2,1,2,NA
nt5_MTHFD2,6,4,2
nt6_MTHFD2,7,4,7
nt7_MTHFD2,2,1,NA
nt8_MTHFD2,8,NA,4
nt1_MTNR1A,4,6,4
nt2_MTNR1A,3,2,NA
nt3_MTNR1A,9,6,7
nt4_MTNR1A,5,7,9
nt5_MTNR1A,3,4,3
nt7_MTNR1A,1,2,5
nt8_MTNR1A,4,NA,4
nt1_MTSS1,1,6,5
nt2_MTSS1,4,5,4
nt3_MTSS1,2,NA,2
nt4_MTSS1,4,3,3
nt5_MTSS1,7,8,7
nt6_MTSS1,1,NA,NA
nt7_MTSS1,2,3,7
nt8_MTSS1,2,2,1
nt1_MX1,6,3,7
nt2_MX1,3,2,2
nt3_MX1,3,1,8
nt4_MX1,3,4,3
nt5_MX1,2,1,NA
nt6_MX1,1,NA,1
nt7_MX1,1,1,3
nt8_MX1,12,7,16
nt1_MYO1A,3,5,7
nt2_MYO1A,1,NA,NA
nt3_MYO1A,6,8,4
nt4_MYO1A,3,NA,3
nt5_MYO1A,5,6,2
nt6_MYO1A,7,3,3
nt1_MYO1E,4,2,2
nt2_MYO1E,3,2,5
nt3_MYO1E,9,3,14
nt4_MYO1E,2,1,NA
nt5_MYO1E,3,NA,NA
nt7_MYO1E,8,1,16
nt8_MYO1E,2,5,2
nt1_MYO1G,1,2,3
nt2_MYO1G,3,4,5
nt3_MYO1G,4,3,4
nt4_MYO1G,4,2,3
nt5_MYO1G,4,3,3
nt6_MYO1G,2,1,1
nt7_MYO1G,4,NA,1
nt1_MYO1H,2,NA,NA
nt2_MYO1H,3,3,6
nt3_MYO1H,4,6,2
nt4_MYO1H,2,NA,NA
nt6_MYO1H,4,NA,NA
nt7_MYO1H,7,1,2
nt8_MYO1H,1,1,NA
nt1_MYO7A,4,1,6
nt2_MYO7A,3,4,3
nt3_MYO7A,12,8,5
nt4_MYO7A,2,2,2
nt5_MYO7A,8,2,3
nt6_MYO7A,1,1,3
nt7_MYO7A,4,1,1
nt8_MYO7A,2,3,4
nt1_MYOF,7,1,NA
nt2_MYOF,1,1,2
nt3_MYOF,3,3,1
nt4_MYOF,3,1,1
nt5_MYOF,1,2,2
nt6_MYOF,1,1,3
nt7_MYOF,4,4,2
nt8_MYOF,1,NA,NA
nt1_MYZAP,1,2,4
nt2_MYZAP,4,7,3
nt3_MYZAP,2,5,12
nt4_MYZAP,6,2,3
nt5_MYZAP,3,6,4
nt6_MYZAP,5,8,2
nt7_MYZAP,4,2,2
nt8_MYZAP,4,9,5
nt1_MZT2A,12,11,2
nt2_MZT2A,7,6,5
nt3_MZT2A,1,2,2
nt5_MZT2A,7,7,1
nt6_MZT2A,1,NA,1
nt7_MZT2A,1,NA,1
nt8_MZT2A,2,2,NA
nt1_NAA10,1,NA,NA
nt2_NAA10,7,4,NA
nt4_NAA10,8,4,1
nt5_NAA10,5,1,NA
nt6_NAA10,2,4,3
nt7_NAA10,1,5,1
nt1_NAA15,1,3,NA
nt2_NAA15,1,NA,NA
nt4_NAA15,5,1,5
nt5_NAA15,8,4,NA
nt6_NAA15,6,2,NA
nt7_NAA15,2,4,NA
nt8_NAA15,5,1,8
nt2_NAALAD2,1,NA,NA
nt3_NAALAD2,5,4,2
nt4_NAALAD2,2,NA,1
nt5_NAALAD2,1,1,NA
nt6_NAALAD2,3,4,1
nt7_NAALAD2,1,1,3
nt8_NAALAD2,1,NA,3
nt2_NABP1,3,NA,NA
nt3_NABP1,3,NA,3
nt4_NABP1,5,3,5
nt5_NABP1,2,4,2
nt6_NABP1,3,1,3
nt7_NABP1,3,NA,NA
nt8_NABP1,2,4,NA
nt1_NAP1L1,6,6,6
nt2_NAP1L1,6,2,7
nt5_NAP1L1,7,7,11
nt6_NAP1L1,2,1,2
nt8_NAP1L1,3,5,1
nt1_NAPA,8,4,9
nt2_NAPA,10,4,1
nt3_NAPA,1,NA,NA
nt4_NAPA,2,NA,1
nt5_NAPA,1,NA,3
nt6_NAPA,13,12,1
nt7_NAPA,4,5,NA
nt8_NAPA,2,1,2
nt1_NAT1,5,5,7
nt2_NAT1,5,6,7
nt4_NAT1,5,1,2
nt5_NAT1,3,2,1
nt6_NAT1,3,3,1
nt7_NAT1,2,1,1
nt1_NAV2,6,2,5
nt2_NAV2,2,5,5
nt3_NAV2,9,3,9
nt4_NAV2,6,3,3
nt5_NAV2,7,9,9
nt6_NAV2,3,NA,1
nt7_NAV2,5,1,1
